,Año,Modelo,Precio,Kms,Transmision,t_combustible,Href
601,2017,BMW 118 1.5 118i 5P,$18.390.000 CLP,88.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-bmw-118-1-5-118i-5p/CP-AD-7977325/?Cr=648
602,2016,Ford F-150 5.0 Double Cab XLT 4WD,$30.990.000 CLP,107.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-ford-f-150-5-0-double-cab-xlt-4wd/CP-AD-7957187/?Cr=650
603,2013,Kia Frontier Frontier II,$14.290.000 CLP,185.500 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2013-kia-frontier-frontier-ii/CP-AD-1181564/?Cr=651
604,2021,Chevrolet Spark 1.2 LT Full,$11.450.000 CLP,14.200 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-spark-1-2-lt-full/CP-AD-7963873/?Cr=652
605,2017,BMW 420 2.0 420i A Coupe,$27.970.000 CLP,53.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-bmw-420-2-0-420i-a-coupe/CP-AD-7963132/?Cr=653
606,2020,Citroën C3 1.5 BlueHDI 100 S&S BVM6 Live,$16.290.000 CLP,20.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-citron-c3-1-5-bluehdi-100-ss-bvm6-live/CP-AD-7923154/?Cr=654
607,2016,Mazda 3 2.0 Skyactiv-G V,$13.490.000 CLP,142.730 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-mazda-3-2-0-skyactiv-g-v/CP-AD-7951509/?Cr=655
608,2018,Mazda Bt-50 2.2 DSL Manual SDX,$19.470.000 CLP,141.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-mazda-bt-50-2-2-dsl-manual-sdx/CP-AD-7978169/?Cr=656
609,2020,Toyota Rav4 2.5 XLE HYBRID,$30.990.000 CLP,26.900 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-toyota-rav4-2-5-xle-hybrid/CP-AD-7960421/?Cr=657
610,2019,Ford F-150 5.0 Double Cab Lariat Sport 4WD,$38.470.000 CLP,69.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-ford-f-150-5-0-double-cab-lariat-sport-4wd/CP-AD-7970324/?Cr=658
611,2014,SsangYong Rexton DIESEL 2.0,$14.490.000 CLP,138.300 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2014-ssangyong-rexton-diesel-2-0/CP-AD-7960981/?Cr=659
612,2017,BMW 120 1.6 120i A M Sport,$20.980.000 CLP,65.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-bmw-120-1-6-120i-a-m-sport/CP-AD-7917904/?Cr=660
613,2016,Volkswagen Saveiro AC,$8.480.000 CLP,136.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-volkswagen-saveiro-ac/CP-AD-7950696/?Cr=661
614,2020,Haval H6 2.0 Auto Elite,$18.750.000 CLP,48.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-haval-h6-2-0-auto-elite/CP-AD-7978036/?Cr=662
615,2017,Mazda 3 1.6 S Auto,$14.490.000 CLP,93.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-1-6-s-auto/CP-AD-7934095/?Cr=664
616,2019,Hyundai Creta GS 1.6 AUT.,$15.990.000 CLP,63.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-hyundai-creta-gs-1-6-aut/CP-AD-7972579/?Cr=665
617,2012,Peugeot 308 1.6 THP 200 HP GTI,$8.590.000 CLP,74.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2012-peugeot-308-1-6-thp-200-hp-gti/CP-AD-7960480/?Cr=666
618,2014,Volvo V40 1.6 T4 S AT 5P,$14.300.000 CLP,60.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-volvo-v40-1-6-t4-s-at-5p/CP-AD-7951764/?Cr=667
619,2020,Ford Ecosport 2.0 Titanium Auto,$17.600.000 CLP,34.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-ford-ecosport-2-0-titanium-auto/CP-AD-7972570/?Cr=668
620,2020,Kia Sportage 2.0 GSL Auto LX C Special Pack,$21.200.000 CLP,35.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-kia-sportage-2-0-gsl-auto-lx-c-special-pack/CP-AD-7966799/?Cr=669
621,2019,Mahindra Pik-Up PIK-UP CCAB CRDE 2.2 REFRESH,$14.290.000 CLP,81.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-mahindra-pik-up-pik-up-ccab-crde-2-2-refresh/CP-AD-7960942/?Cr=670
622,2019,Nissan X-TRAIL X TRAIL SENSE 2.5 AUT,$18.900.000 CLP,115.300 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-x-trail-x-trail-sense-2-5-aut/CP-AD-7945168/?Cr=671
623,2011,Toyota Hilux 2.5 4x2 DX DC,$1 CLP,288.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2011-toyota-hilux-2-5-4x2-dx-dc/CP-AD-7944877/?Cr=672
624,2017,Volkswagen Gol 1.6 Manual Trendline,$9.790.000 CLP,62.806 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-volkswagen-gol-1-6-manual-trendline/CP-AD-7959700/?Cr=673
625,2001,Kia K-4000 K-4000 S,$7.490.000 CLP,1 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2001-kia-k-4000-k-4000-s/CP-AD-7978597/?Cr=674
626,2016,Fiat 500 1.2,$13.180.000 CLP,92.800 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-fiat-500-1-2/CP-AD-7976086/?Cr=675
627,2019,Volkswagen Tiguan 2.0 TDI DSG Comfortline 7A 4Motion,$28.990.000 CLP,45.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-volkswagen-tiguan-2-0-tdi-dsg-comfortline-7a-4motion/CP-AD-7957618/?Cr=676
628,2017,Ford Edge 2.0 SE ECOBOOST AT 5P,$20.990.000 CLP,60.500 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-ford-edge-2-0-se-ecoboost-at-5p/CP-AD-7970472/?Cr=677
629,2016,Volkswagen Amarok 2.0 TDI Highline Auto LED 4WD,$28.990.000 CLP,105.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-volkswagen-amarok-2-0-tdi-highline-auto-led-4wd/CL-AD-11732885/?Cr=678
630,2018,SsangYong Actyon Sports 2.2D Auto Full Deluxe NAS623,$17.990.000 CLP,1 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-ssangyong-actyon-sports-2-2d-auto-full-deluxe-nas623/CP-AD-7932944/?Cr=679
631,2018,Nissan Qashqai,$16.500.000 CLP,51.401 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-nissan-qashqai/CL-AD-12488028/?Cr=680
632,2016,Mahindra Pick Up,$8.990.000 CLP,111.340 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-mahindra-pick-up/CL-AD-11696373/?Cr=681
633,2013,Mercedes-Benz B 180 B180 BLUEEFFICIENCY,$12.490.000 CLP,132.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-mercedes-benz-b-180-b180-blueefficiency/CP-AD-7968067/?Cr=682
634,2019,Chery Tiggo 7 1.5 DCT Auto GLX,$15.000.000 CLP,10.500 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-dct-auto-glx/CL-AD-12559154/?Cr=683
635,2014,Volkswagen Amarok 2.0 TDI Highline LL 17,$17.500.000 CLP,149.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2014-volkswagen-amarok-2-0-tdi-highline-ll-17/CL-AD-11814062/?Cr=684
636,2019,Mercedes-Benz Clase Glc 4.0 Mercedes-AMG S GLC 63 4Matic Auto,$74.900.000 CLP,25.500 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mercedes-benz-clase-glc-4-0-mercedes-amg-s-glc-63-4matic-auto/CL-AD-12018968/?Cr=685
637,2012,Ford Fiesta 1.6 SE,$6.800.000 CLP,102.222 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2012-ford-fiesta-1-6-se/CL-AD-12620562/?Cr=686
638,2010,Toyota Land Cruiser Prado 4.0 VX-Limited 5P Auto,$18.900.000 CLP,170.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2010-toyota-land-cruiser-prado-4-0-vx-limited-5p-auto/CL-AD-12023705/?Cr=687
639,2008,Buick Enclave CXL,$9.500.000 CLP,250.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2008-buick-enclave-cxl/CL-AD-11776480/?Cr=688
640,2012,Mahindra Pik-Up,$9.590.000 CLP,183.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2012-mahindra-pik-up/CL-AD-11812334/?Cr=689
641,2019,Mazda 6 2.0 Manual Skyactiv-G V,$20.000.000 CLP,22.276 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mazda-6-2-0-manual-skyactiv-g-v/CL-AD-12736944/?Cr=690
642,2012,Citroën C3 Picasso,$7.800.000 CLP,144.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2012-citron-c3-picasso/CL-AD-11843178/?Cr=691
643,2018,Kia Sorento 2.4 GSL EX Special Pack,$22.900.000 CLP,59.500 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-kia-sorento-2-4-gsl-ex-special-pack/CL-AD-12609813/?Cr=692
644,2016,SsangYong Actyon Sports 2.0D LL ABS 2AB NAS612,$14.990.000 CLP,141.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-ssangyong-actyon-sports-2-0d-ll-abs-2ab-nas612/CP-AD-1214699/?Cr=693
645,2018,Peugeot 208 1.6 BlueHDI 100 HP Auto Allure Pack,$11.980.000 CLP,113.210 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-208-1-6-bluehdi-100-hp-auto-allure-pack/CP-AD-7968411/?Cr=694
646,2013,INFINITI Ex,$17.500.000 CLP,100.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-infiniti-ex/CL-AD-11931012/?Cr=695
647,2018,Opel Astra 1.6 Turbo GTC Enjoy R,$18.900.000 CLP,18.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-opel-astra-1-6-turbo-gtc-enjoy-r/CP-AD-1239393/?Cr=696
648,2017,Kia Sportage 2.0 GSL LX Auto,$16.990.000 CLP,81.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-kia-sportage-2-0-gsl-lx-auto/CP-AD-7977417/?Cr=697
649,2021,Mazda 3 Sport hb 2.0 sport mt,$19.990.000 CLP,12.700 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-mazda-3-sport-hb-2-0-sport-mt/CP-AD-7969058/?Cr=698
650,2013,Jeep Wrangler,$25.400.000 CLP,105.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-jeep-wrangler/CL-AD-12362887/?Cr=699
651,2015,Porsche Panamera,$41.000.000 CLP,65.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-porsche-panamera/CL-AD-12117037/?Cr=700
652,2017,Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,$11.500.000 CLP,107.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-peugeot-partner-1-6-hdi-l1-90hp-manual-pack-aa/CL-AD-12144400/?Cr=701
653,2018,Great Wall M4 1.5 LE,$8.690.000 CLP,63.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-great-wall-m4-1-5-le/CP-AD-7963372/?Cr=702
654,2021,Nissan Kicks SENSE,$17.990.000 CLP,13.900 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-nissan-kicks-sense/CP-AD-7971334/?Cr=703
655,2022,Hyundai Venue 1.6 Plus,$17.890.000 CLP,Manual,Bencina,"14,1 Kms/Lt.",https://www.chileautos.cl/vehiculos/detalles/2022-hyundai-venue-1-6-plus/CP-AD-7977748/?Cr=704
656,2018,Mahindra Pik Up 2.2 Manual CRDE XL SC,$10.990.000 CLP,117.006 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-mahindra-pik-up-2-2-manual-crde-xl-sc/CP-AD-7917205/?Cr=705
657,2021,Toyota Rush 1.5 XEI,$19.990.000 CLP,18.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-toyota-rush-1-5-xei/CP-AD-7973776/?Cr=706
658,2018,Chevrolet D-Max D-MAX 2.5 MT 4X4 DSL E5 DAB ABS JZYH48,$19.800.000 CLP,82.920 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-chevrolet-d-max-d-max-2-5-mt-4x4-dsl-e5-dab-abs-jzyh48/CP-AD-7954754/?Cr=707
659,2013,Hyundai Santa Fe SANTA FE,$16.980.000 CLP,165.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2013-hyundai-santa-fe-santa-fe/CP-AD-7972071/?Cr=708
660,2019,Ford F-150 5.0 Double Cab XLT 4WD,$35.800.000 CLP,40.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-ford-f-150-5-0-double-cab-xlt-4wd/CL-AD-12421569/?Cr=709
661,2012,Hyundai Veracruz Veracruz GLS 3.0 4X4 AT,$13.470.000 CLP,200.186 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2012-hyundai-veracruz-veracruz-gls-3-0-4x4-at/CP-AD-7974603/?Cr=710
662,2009,Peugeot 207 1.6 Sport,$6.749.000 CLP,119.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2009-peugeot-207-1-6-sport/CL-AD-12455811/?Cr=711
663,2019,MG Mg3 1.5 STD,$9.290.000 CLP,47.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mg-mg3-1-5-std/CP-AD-7928597/?Cr=713
664,2012,Volvo S60 2.0 T5 Auto,$12.580.000 CLP,74.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2012-volvo-s60-2-0-t5-auto/CP-AD-7964509/?Cr=714
665,2015,Subaru Forester 2.5 CVT Dynamic Sport 4WD,$17.500.000 CLP,116.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-forester-2-5-cvt-dynamic-sport-4wd/CL-AD-12610084/?Cr=715
666,2021,Chery Tiggo 3 1.5 GL,$12.490.000 CLP,21.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chery-tiggo-3-1-5-gl/CL-AD-11987388/?Cr=716
667,2020,Ford F-150 3.5 Platinum Auto Ecoboost 4WD,$48.990.000 CLP,43.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-ford-f-150-3-5-platinum-auto-ecoboost-4wd/CP-AD-7962205/?Cr=717
668,2012,Mercedes-Benz Slk 55 Amg 5.5 SLK 55 AMG,$38.500.000 CLP,73.453 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2012-mercedes-benz-slk-55-amg-5-5-slk-55-amg/CP-AD-7931331/?Cr=718
669,2020,Jeep Wrangler OPORTUNIDAD ÚNICA IMPERDIBLE RUBICON UNLIMITED 3.6 A/T 8 VELOCIDADES 4WD 4X4,$47.970.000 CLP,10.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-jeep-wrangler-oportunidad-nica-imperdible-rubicon-unlimited-3-6-a-t-8-veloc/CL-AD-12532839/?Cr=719
670,2021,Chery Tiggo 2 1.5 GL,$11.790.000 CLP,2.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chery-tiggo-2-1-5-gl/CP-AD-7916279/?Cr=720
671,2018,Volkswagen Polo 1.6 Manual Highline,$10.200.000 CLP,70.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-volkswagen-polo-1-6-manual-highline/CP-AD-7957806/?Cr=721
672,2022,CHERY TIGGO 3 GLS MT 1.5,$14.890.000 CLP,800 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2022-chery-tiggo-3-gls-mt-1-5/CP-AD-7963742/?Cr=722
673,2015,Mitsubishi L200 2.4 TD Work CD CR,$15.700.000 CLP,150.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2015-mitsubishi-l200-2-4-td-work-cd-cr/CP-AD-7937679/?Cr=723
674,2015,BMW M5 M5,$45.890.000 CLP,80.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-bmw-m5-m5/CP-AD-7940838/?Cr=724
675,2017,MG 3 Confort COMFORT,$8.790.000 CLP,45.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-mg-3-confort-comfort/CP-AD-7968690/?Cr=725
676,2016,Chevrolet Tracker 1.8 LT ML,$12.490.000 CLP,129.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-tracker-1-8-lt-ml/CP-AD-7968896/?Cr=726
677,2019,Kia Sorento 2.4 GSL EX Special Pack,$25.900.000 CLP,24.051 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-kia-sorento-2-4-gsl-ex-special-pack/CL-AD-12494863/?Cr=727
678,2019,Mercedes-Benz A 250 2.0 A 250 DCT AMG Line,$30.990.000 CLP,49.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mercedes-benz-a-250-2-0-a-250-dct-amg-line/CP-AD-7951439/?Cr=728
679,2015,Nissan X-Trail X TRAIL SENSE 2.5 AUT,$15.990.000 CLP,85.200 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-nissan-x-trail-x-trail-sense-2-5-aut/CP-AD-7969490/?Cr=729
680,2017,Mazda Cx-5 2.0 Skyactiv R Auto 4WD,$18.990.000 CLP,55.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CP-AD-7962711/?Cr=730
681,2019,Chevrolet Colorado 2.8TD Auto LTZ 4WD,$26.270.000 CLP,98.440 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-chevrolet-colorado-2-8td-auto-ltz-4wd/CP-AD-7974278/?Cr=731
682,2020,BMW M2 3.0 M2 Competition,$65.490.000 CLP,1.180 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-m2-3-0-m2-competition/CP-AD-7957609/?Cr=732
683,2017,Mercedes-Benz Glc 250 2.1 GLC 250D Auto 4Matic,$43.500.000 CLP,56.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-mercedes-benz-glc-250-2-1-glc-250d-auto-4matic/CP-AD-7953340/?Cr=733
684,2021,Jeep Grand Cherokee 3.0 CRD Limited 4WD Auto,$46.900.000 CLP,46.235 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2021-jeep-grand-cherokee-3-0-crd-limited-4wd-auto/CP-AD-7977820/?Cr=734
685,2020,Chery Tiggo 7 1.5 GLX,$14.290.000 CLP,26.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-chery-tiggo-7-1-5-glx/CP-AD-7963270/?Cr=735
686,2015,Volvo Xc60 2.0 T5 Plus Auto,$18.490.000 CLP,90.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-volvo-xc60-2-0-t5-plus-auto/CP-AD-7961744/?Cr=736
687,2019,Chevrolet Sail 1.5 Auto LT,$10.990.000 CLP,31.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-chevrolet-sail-1-5-auto-lt/CP-AD-7968745/?Cr=737
688,2017,Nissan Qashqai,$21.990.000 CLP,37.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-qashqai/CL-AD-12674211/?Cr=738
689,2018,Kia Morning 1.2 EX Full,$8.580.000 CLP,27.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-kia-morning-1-2-ex-full/CP-AD-7973701/?Cr=739
690,2019,Changan Cx70 1.6 Luxury Connect,$11.990.000 CLP,46.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-changan-cx70-1-6-luxury-connect/CP-AD-7977886/?Cr=740
691,2014,Volkswagen Bora 2.0 Trendline Sky,$8.500.000 CLP,75.150 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-volkswagen-bora-2-0-trendline-sky/CL-AD-12672452/?Cr=741
692,2014,Volkswagen Amarok 2.0 TDI Highline Auto 4WD,$19.800.000 CLP,135.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2014-volkswagen-amarok-2-0-tdi-highline-auto-4wd/CL-AD-12171285/?Cr=742
693,2022,MG 3 STD,$10.950.000 CLP,1.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2022-mg-3-std/CP-AD-7964658/?Cr=743
694,2015,BMW X1 2.0 SDrive18i,$18.350.000 CLP,74.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-bmw-x1-2-0-sdrive18i/CP-AD-7966043/?Cr=744
695,2020,Renault Clio 1.2 Manual Expression,$11.690.000 CLP,33.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-renault-clio-1-2-manual-expression/CP-AD-7970287/?Cr=745
696,2017,Peugeot 301 1.6 VTI Auto Active Pack,$12.480.000 CLP,66.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-peugeot-301-1-6-vti-auto-active-pack/CP-AD-7973020/?Cr=746
697,2016,Kia Sorento 2.2 DSL EX Auto Full 4WD,$23.980.000 CLP,104.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-kia-sorento-2-2-dsl-ex-auto-full-4wd/CP-AD-7975038/?Cr=747
698,2019,Hyundai Creta,$15.600.000 CLP,48.503 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-hyundai-creta/CL-AD-12613999/?Cr=748
699,2018,Peugeot 5008 1.6 THP 165 Auto Allure,$22.500.000 CLP,36.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-5008-1-6-thp-165-auto-allure/CL-AD-11678578/?Cr=749
700,2015,MINI Cooper S 2.0 T,$16.700.000 CLP,30.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-mini-cooper-s-2-0-t/CL-AD-12736941/?Cr=750
701,2022,Mazda Mx-5 Miata 2.0,$27.990.000 CLP,235 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2022-mazda-mx-5-miata-2-0/CP-AD-7976787/?Cr=752
702,2013,Chevrolet Captiva 2.4 LT SA Auto,$12.800.000 CLP,110.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-chevrolet-captiva-2-4-lt-sa-auto/CL-AD-11842171/?Cr=753
703,2022,Jac Js4 1.6 Comfort BT,$13.990.000 CLP,500 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2022-jac-js4-1-6-comfort-bt/CP-AD-7977247/?Cr=754
704,2017,Chevrolet Sail 1.5,$7.700.000 CLP,62.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-chevrolet-sail-1-5/CL-AD-11536932/?Cr=755
705,2008,Volvo S80,$9.500.000 CLP,160.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2008-volvo-s80/CL-AD-11813416/?Cr=756
706,2011,Hyundai Santa Fe 2.4 GLS 4WD Auto FullL,$12.990.000 CLP,112.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2011-hyundai-santa-fe-2-4-gls-4wd-auto-fulll/CL-AD-11733165/?Cr=757
707,2015,Volvo V40 1.6 D2 Comfort,$16.990.000 CLP,156.000 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2015-volvo-v40-1-6-d2-comfort/CL-AD-11631855/?Cr=758
708,1985,BMW 323,$22.990.000 CLP,1 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/1985-bmw-323/CL-AD-11542726/?Cr=759
709,2019,Suzuki Dzire GL 1.2 fULL,$9.490.000 CLP,73.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-suzuki-dzire-gl-1-2-full/CP-AD-7976505/?Cr=760
710,2017,Toyota 4Runner 4.0 Limited Auto 4WD,$31.690.000 CLP,47.279 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-toyota-4runner-4-0-limited-auto-4wd/CP-AD-7976425/?Cr=761
711,2017,Chevrolet Sail 1.5,$20.000.000 CLP,170.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-chevrolet-sail-1-5/CL-AD-11707935/?Cr=762
712,2019,Ford Ecosport 1.5,$15.180.000 CLP,92.059 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-ford-ecosport-1-5/CP-AD-7968887/?Cr=763
713,2017,Nissan X-Trail 2.5 CVT Auto Exclusive 4WD,$19.500.000 CLP,70.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-x-trail-2-5-cvt-auto-exclusive-4wd/CL-AD-12497402/?Cr=764
714,2014,Porsche 911 Turbo S Carrera S Cabrio,$67.490.000 CLP,47.600 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-porsche-911-turbo-s-carrera-s-cabrio/CL-AD-12532783/?Cr=765
715,2013,Jeep Cherokee 3.7 Liberty Limited Auto 4WD,$14.500.000 CLP,140.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-jeep-cherokee-3-7-liberty-limited-auto-4wd/CL-AD-11812591/?Cr=766
716,2016,Honda City 1.5 EX CVT,$11.490.000 CLP,120.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-honda-city-1-5-ex-cvt/CP-AD-7937648/?Cr=767
717,2013,Renault Latitude 3.5 Privilege V8 Auto,$10.999.000 CLP,79.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-renault-latitude-3-5-privilege-v8-auto/CL-AD-11778621/?Cr=768
718,2015,SsangYong Korando 2.0 STD,$11.790.000 CLP,57.575 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-ssangyong-korando-2-0-std/CP-AD-7978157/?Cr=769
719,2019,Ram Ram 2500 RAM 1500 DIESEL 4X4 AUTOMATICA DISPONIBLE,$33.470.000 CLP,93.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-ram-ram-2500-ram-1500-diesel-4x4-automatica-disponible/CP-AD-7978640/?Cr=770
720,2020,Suzuki Dzire 1.5 GL,$9.950.000 CLP,58.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-suzuki-dzire-1-5-gl/CP-AD-7914299/?Cr=771
721,2019,Dodge Journey 2.4 Auto SE,$19.350.000 CLP,26.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-journey-2-4-auto-se/CP-AD-7967987/?Cr=772
